Registration Date,Matching Fields,收货人,收货人所在国家,Consignee Full Address,Consignee Profile,Consignee Trade Roles,发货人,Shipper Full Address,Shipper Email 1,Shipper Phone 1,Shipper Website 1,Shipper Profile,发货人贸易角色,Origin Country,HS Code (Original Format),hs_2,HTS 海关编码,Goods Shipped,Item Quantity,Item Quantity Unit,重量 (公斤),价值 (美金)
2020-10-20,HS Code (2-digit),Jakarta Central Asia Steel,Indonesia,"No.Km, Jl. Raya Bekasi No.21-22, RT.9/RW.5, Rw. Terate, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13290, Indonesia",https://panjiva.com/Jakarta-Central-Asia-Steel/86440416,,Gold Star Metals,"15911 Wood Dr, Channelview, TX 77530, USA",,,,https://panjiva.com/Gold-Star-Metals/90219650,,United States,7204.49,72.0,72044900,BUSHELLING STEEL SCRAP,492.621,TNE,492621.0,146801.06
2020-10-20,Goods Shipped,Guna Pertiwi Cemerlang,Indonesia,"Jl. Jelambar I Blok No Jalan Jelambar I Blok G No.9 RT.1/RW.7, RT.1/RW.5, Jelambar, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460, Indonesia",https://panjiva.com/Guna-Pertiwi-Cemerlang/86445603,,Spx Flow Technology,"135 Mt Read Blvd, Rochester, NY 14611, USA",emsteve.shufelt@spx.com,+1 585 436 5550,,https://panjiva.com/Spx-Flow-Technology/10310820,Manufacturer,United States,8474.9,84.0,84749010,"SPX214343316 65-72""DIA A310 FIN 316 3/8THK BAIK & BARU",3.0,PCE,24.911,1629.83
2020-10-20,HS Code (2-digit),Vita Prodana Mandiri,Indonesia,"kp curug dulang desa, Leuwilimus, Kec. Cikande, Serang, Banten 42186, Indonesia",https://panjiva.com/Vita-Prodana-Mandiri/86470083,,Global Metcorp Llc,"300 Wood Ave, Iselin, NJ 08830, USA",,,,https://panjiva.com/Global-Metcorp-Llc/89656031,,United States,7204.49,72.0,72044900,SHREDDED STEEL SCRAP 211,514.0,TNE,513776.0,143343.5
2020-10-20,HS Code (2-digit),Indo Baja Dayatama,Indonesia,"Jl. Raya Kebantenan No.24, RT.001RW003/RW.3, Semper Tim., Kec. Cilincing, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14130, Indonesia",https://panjiva.com/Indo-Baja-Dayatama/86444921,,Ljt Trading Llc,"Wenatchee, WA, USA",,+1 509 662 4551,,https://panjiva.com/Ljt-Trading-Llc/31358537,"Trading Company, Wholesale",United States,7204.49,72.0,72044900,PLATE AND STRUCTURAL STEEL SCRAP,19.976,TNE,19976.0,5293.64
2020-10-20,HS Code (2-digit),Gemala Saranaupaya,Indonesia,"Jl. Semper Tim. I No.3, RT.3/RW.7, Semper Tim., Kec. Cilincing, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14130, Indonesia",https://panjiva.com/Gemala-Saranaupaya/86444524,,Intl Merchants L L C,3218 SKOKIE VALLEY ROAD HIGHLAND PARK IL 60035 USA,,,,https://panjiva.com/Intl-Merchants-L-L-C/91511037,,United States,7220.11,72.0,72201190,"MANHOLE KNAPPCO MJ 20"",SS304 MJ 2-2-2, FOOD GRADE BAIK-BARU",2.0,PCE,53.3897,2897.92
2020-10-20,HS Code (2-digit),Indo Baja Dayatama,Indonesia,"Jl. Raya Kebantenan No.24, RT.001RW003/RW.3, Semper Tim., Kec. Cilincing, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14130, Indonesia",https://panjiva.com/Indo-Baja-Dayatama/86444921,,Intl Global Metals,"1701 NW 31st Ave, Fort Lauderdale, FL 33311, USA",,,,https://panjiva.com/Intl-Global-Metals/86641699,Wholesale,United States,7204.49,72.0,72044900,BUSHELLING STEEL SCRAP,256.21,TNE,256210.0,74300.9
2020-10-20,Goods Shipped,Fortuna Healthcare,Indonesia,"Jl. Sulaiman No.7, RT.10/RW.3, Sukabumi Utara, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11540, Indonesia",https://panjiva.com/Fortuna-Healthcare/86440935,,Coopersurgical Fertility Genomic,ORIGIO A S KNARDRUPVEJ 2 DK2760 MALOV,,,,https://panjiva.com/Coopersurgical-Fertility-Genomic/86672948,,United States,9018.9,90.0,90189090,RI EZ-SQUEEZE TM 170UM  ITEM NO.7-72-3170/20,14.0,PCE,13.0902,2243.62
2020-10-20,Goods Shipped,Guna Pertiwi Cemerlang,Indonesia,"Jl. Jelambar I Blok No Jalan Jelambar I Blok G No.9 RT.1/RW.7, RT.1/RW.5, Jelambar, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460, Indonesia",https://panjiva.com/Guna-Pertiwi-Cemerlang/86445603,,Spx Flow Technology,"135 Mt Read Blvd, Rochester, NY 14611, USA",emsteve.shufelt@spx.com,+1 585 436 5550,,https://panjiva.com/Spx-Flow-Technology/10310820,Manufacturer,United States,8474.9,84.0,84749010,"SPX214225316 72"" A310 BLADE 3/4"" 316 BAIK & BARU",3.0,PCE,62.9015,4115.4
2020-10-20,HS Code (2-digit),Gemala Saranaupaya,Indonesia,"Jl. Semper Tim. I No.3, RT.3/RW.7, Semper Tim., Kec. Cilincing, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14130, Indonesia",https://panjiva.com/Gemala-Saranaupaya/86444524,,Intl Merchants L L C,3218 SKOKIE VALLEY ROAD HIGHLAND PARK IL 60035 USA,,,,https://panjiva.com/Intl-Merchants-L-L-C/91511037,,United States,7220.11,72.0,72201190,"MANHOLE KNAPPCO MJ 20"",SS304 MJ 2-2-2, FOOD GRADE BAIK-BARU",3.0,PCE,80.0845,4346.88
2020-10-19,HS Code (2-digit),Cci Bintan,,LOTSD 3738 BIIE LOBAMED,https://panjiva.com/Cci-Bintan/86449245,,Coilcraft Industries Singapore Pte,BLK 512 CHAI CHEE LANE 0315 BEDOK INDUSTRIAL ESTATE SINGAPORE 469028,,,,https://panjiva.com/Coilcraft-Industries-Singapore-Pte/89689176,Manufacturer,United States,7202.99,72.0,72029900,MIXED FERRITE POWDER [XPL2010] REV.B,111.14,KG,116.0,2371.13
2020-10-19,HS Code (2-digit),Excelitas Technologies Batam,Indonesia,"Jl. Beringin No.207, Muka Kuning, Kec. Sei Beduk, Kota Batam, Kepulauan Riau 29433, Indonesia",https://panjiva.com/Excelitas-Technologies-Batam/86445653,Manufacturer,Angular Machining,"2040 Hartog Dr, San Jose, CA 95131, USA",,,,https://panjiva.com/Angular-Machining/86647487,Manufacturer,United States,7203.9,72.0,72039000,"J2022 LAMP, UN PLATED BASE",300.0,NIU,6.0,2595.0
2020-10-19,HS Code (2-digit),Tokki Engineering Fabrication,Indonesia,"Jl. Jababeka XII, Harja Mekar, Kec. Cikarang Utara, Bekasi, Jawa Barat 17530, Indonesia",https://panjiva.com/Tokki-Engineering-Fabrication/86463671,Manufacturer,Oxford Alloys Inc.,"2632 Tee Drive, Baton Rouge, LA 70814, USA",,+1 800 562 3355,,https://panjiva.com/Oxford-Alloys-Inc/26531066,,United States,7228.6,72.0,72286090,WELDING WIRE OXFORD ALLOY ER80S-B2 3/32X36,70.0,LBR,0.0,184.67
2020-10-19,Goods Shipped,Draco International,Indonesia,"Wisma AKR Lt 1, Jl. Panjang No. 5, RT.11/RW.10, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530, Indonesia",https://panjiva.com/Draco-International/86446502,,Kidde Fire Systems,"400 Main St, Ashland, MA 01721, USA",,,,https://panjiva.com/Kidde-Fire-Systems/86666310,,United States,3813.0,38.0,38130000,45-550601-001 CYL-VLV ASSY_ECS500_600LB_WLLI FILLED WITH \ 1342 LB (608.72 KG) AGENT NOVEC 1230 BAIK DAN BARU,3.0,EA,417.6943,20590.79
2020-10-19,HS Code (2-digit),Tokki Engineering Fabrication,Indonesia,"Jl. Jababeka XII, Harja Mekar, Kec. Cikarang Utara, Bekasi, Jawa Barat 17530, Indonesia",https://panjiva.com/Tokki-Engineering-Fabrication/86463671,Manufacturer,Oxford Alloys Inc.,"2632 Tee Drive, Baton Rouge, LA 70814, USA",,+1 800 562 3355,,https://panjiva.com/Oxford-Alloys-Inc/26531066,,United States,7223.0,72.0,72230090,WELDING WIRE OXFORD ALLOY ER310 3/32X36,220.0,LBR,441.0,1195.09
2020-10-19,HS Code (2-digit),Tokki Engineering Fabrication,Indonesia,"Jl. Jababeka XII, Harja Mekar, Kec. Cikarang Utara, Bekasi, Jawa Barat 17530, Indonesia",https://panjiva.com/Tokki-Engineering-Fabrication/86463671,Manufacturer,Oxford Alloys Inc.,"2632 Tee Drive, Baton Rouge, LA 70814, USA",,+1 800 562 3355,,https://panjiva.com/Oxford-Alloys-Inc/26531066,,United States,7223.0,72.0,72230090,WELDING WIRE OXFORD ALLOY ER320 3/32X36,130.0,LBR,0.0,2391.32
2020-10-17,HS Code (2-digit),Wan Bao Long Steel,Indonesia,"Jl. Raya Bekasi, Indonesia",https://panjiva.com/Wan-Bao-Long-Steel/86468700,,Allmet Solutions Inc.,"13769 Dogwood Ct, Chino, CA 91710, USA",,,,https://panjiva.com/Allmet-Solutions-Inc/86471539,,United States,7204.49,72.0,72044900,HMS METAL SCRAP IN BUNDLE AND P&S STEEL SCRAP KOND:BAIK&BEKAS,246.265,TNE,246265.0,69693.0
2020-10-17,HS Code (2-digit),Indo Baja Dayatama,Indonesia,"Jl. Raya Kebantenan No.24, RT.001RW003/RW.3, Semper Tim., Kec. Cilincing, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14130, Indonesia",https://panjiva.com/Indo-Baja-Dayatama/86444921,,Ljt Trading Llc,"Wenatchee, WA, USA",,+1 509 662 4551,,https://panjiva.com/Ljt-Trading-Llc/31358537,"Trading Company, Wholesale",United States,7204.49,72.0,72044900,PLATE AND STRUCTURAL STEEL SCRAP,112.082,TNE,112082.0,32840.03
2020-10-16,HS Code (2-digit),Krakatau Posco,Indonesia,"Jl. Kawasan Industri Krakatau Steel No.2, Samangraya, Kec. Citangkil, Kota Cilegon, Banten 42443, Indonesia",https://panjiva.com/Krakatau-Posco/86435020,,Posco International Singapore Pte,9 TEMASK BOULEVARD 1002B SUNTEC TOWER TWO,,,,https://panjiva.com/Posco-International-Singapore-Pte/91510009,,United States,7204.49,72.0,72044900,STEEL SCRAP FOR MELTING CONSISTING OF SHREDDED -,16500.0,TNE,16500000.0,4693590.0
2020-10-16,HS Code (2-digit),Krakatau Posco,Indonesia,"Jl. Kawasan Industri Krakatau Steel No.2, Samangraya, Kec. Citangkil, Kota Cilegon, Banten 42443, Indonesia",https://panjiva.com/Krakatau-Posco/86435020,,Posco International Singapore Pte,9 TEMASK BOULEVARD 1002B SUNTEC TOWER TWO,,,,https://panjiva.com/Posco-International-Singapore-Pte/91510009,,United States,7204.49,72.0,72044900,STEEL SCRAP FOR MELTING CONSISTING OF HSM 1/2 (80/20) -,16500.0,TNE,16500000.0,4610595.0
2020-10-16,HS Code (2-digit),Trakindo Utama,Indonesia,"13, Jl. Raya Cilandak Kko No.1, RT.13/RW.5, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560, Indonesia",https://panjiva.com/Trakindo-Utama/86468568,,Caterpillar S A R L Singapore,7 TRACTOR ROAD 627968 SINGAPORED,,,,https://panjiva.com/Caterpillar-S-A-R-L-Singapore/86671777,Wholesale,United States,7223.0,72.0,72230090,KAWAT BAJA STAINLESS LAINNYA: WIRE- METER KONDISI BARU,140.0,PCE,2.88,35.84
2020-10-16,HS Code (2-digit),Indo Baja Dayatama,Indonesia,"Jl. Raya Kebantenan No.24, RT.001RW003/RW.3, Semper Tim., Kec. Cilincing, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14130, Indonesia",https://panjiva.com/Indo-Baja-Dayatama/86444921,,Ljt Trading Llc,"Wenatchee, WA, USA",,+1 509 662 4551,,https://panjiva.com/Ljt-Trading-Llc/31358537,"Trading Company, Wholesale",United States,7204.49,72.0,72044900,PLATE AND STRUCTURAL STEEL SCRAP,276.374,TNE,276374.0,73239.11
2020-10-15,Goods Shipped,Brenntag,Indonesia,"Jl. Letjen M.T. Haryono No.17, RT.11/RW.5, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12830, Indonesia",https://panjiva.com/Brenntag/86450849,Wholesale,Cabot Malaysia Sdn Bhd,2ND MILE JALAN PANTAI PO BOX 30 71000 PORT DICKSON,,,,https://panjiva.com/Cabot-Malaysia-Sdn-Bhd/86673233,Manufacturer,United States,2803.0,28.0,28030090,VULCAN XC 72 15KG/BAG 450KG,1350.0,KGM,1350.0,7925.85
2020-10-15,Goods Shipped,Baker Hughes Indonesia,Indonesia,"Jl. R.A.Kartini, RT.10/RW.4, Pd. Pinang, Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430, Indonesia",https://panjiva.com/Baker-Hughes-Indonesia/86454884,,Baker Hughes Oilfield Operations Ll,"2210 E L Anderson Blvd, Claremore, OK 74017, USA",,,,https://panjiva.com/Baker-Hughes-Oilfield-Operations-Ll/86803334,Manufacturer,United States,8413.91,84.0,84139190,"PIPE SEAL .25 X 17"" LG SS 23 EA 31% 12.64 290.72 BAIK/BARU",23.0,EA,6.6777,389.87
2020-10-15,Goods Shipped,Mercedesbenz Distribution Indonesia,Indonesia,"CIBIS NINE Mezzanine, Jl. TB Simatupang No.2, RT.13/RW.5, Cilandak Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560, Indonesia",https://panjiva.com/Mercedesbenz-Distribution-Indonesia/86431129,,Daimler South East Asia Pte,REGIONAL LOGISTICS CENTER SINGAPORE 301 JALAN AHMA,,,,https://panjiva.com/Daimler-South-East-Asia-Pte/86642027,,United States,8708.1,87.0,87081090,"COVER, TOWING EYE (PART NO A 166 885 72 22 9999)",1.0,PCE,0.5311,18.94
2020-10-15,Goods Shipped,Java Books Indonesia,Indonesia,"Jl. Rawa Gelam IV No.9, RW.9, Kawasan Industri, Jatinegara, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13930, Indonesia",https://panjiva.com/Java-Books-Indonesia/86437930,,Clark Worldwide Trasnportation Inc.,"10 New Maple Ave #304, Pine Brook, NJ 07058, USA",,,,https://panjiva.com/Clark-Worldwide-Trasnportation-Inc/86474346,,United States,4901.99,49.0,49019990,BUKU BERBAHASA INGGRIS NARUTO BOX SET 3  VOLUMES 49 72 WITH PREMIUM  VOLU BAIK BARU,1.0,PCE,4.7488,74.97
2020-10-14,HS Code (2-digit),Taka Turbomachinery Indonesia,Indonesia,"Jl. Soekarno-Hatta No.797, Babakan Penghulu, Cinambo, Kota Bandung, Jawa Barat 40293, Indonesia",https://panjiva.com/Taka-Turbomachinery-Indonesia/86469372,,Mmc Usa,"8 E Newberry Rd, Bloomfield, CT 06002, USA",,,,https://panjiva.com/Mmc-USA/86790317,,United States,7219.11,72.0,72191100,"STAINLESS STEEL 422 ASTM A565 50MM DIA X 1200MM LONG,HEAT CODE :A14020",1.0,EA,21.4585,645.43
2020-10-14,HS Code (2-digit),Taka Turbomachinery Indonesia,Indonesia,"Jl. Soekarno-Hatta No.797, Babakan Penghulu, Cinambo, Kota Bandung, Jawa Barat 40293, Indonesia",https://panjiva.com/Taka-Turbomachinery-Indonesia/86469372,,Mmc Usa,"8 E Newberry Rd, Bloomfield, CT 06002, USA",,,,https://panjiva.com/Mmc-USA/86790317,,United States,7219.11,72.0,72191100,"STAINLESS STEEL 422 ASTM A565 30MM DIA X 2000MM LONG,HEAT CODE :A14020",4.0,EA,73.4012,2207.77
2020-10-14,HS Code (2-digit),Taka Turbomachinery Indonesia,Indonesia,"Jl. Soekarno-Hatta No.797, Babakan Penghulu, Cinambo, Kota Bandung, Jawa Barat 40293, Indonesia",https://panjiva.com/Taka-Turbomachinery-Indonesia/86469372,,Mmc Usa,"8 E Newberry Rd, Bloomfield, CT 06002, USA",,,,https://panjiva.com/Mmc-USA/86790317,,United States,7219.11,72.0,72191100,"STAINLESS STEEL 422 ASTM A565 20MM DIA X 500MM LONG,HEAT CODE :G23181R11",1.0,EA,8.3024,249.72
2020-10-14,HS Code (2-digit),Taka Turbomachinery Indonesia,Indonesia,"Jl. Soekarno-Hatta No.797, Babakan Penghulu, Cinambo, Kota Bandung, Jawa Barat 40293, Indonesia",https://panjiva.com/Taka-Turbomachinery-Indonesia/86469372,,Mmc Usa,"8 E Newberry Rd, Bloomfield, CT 06002, USA",,,,https://panjiva.com/Mmc-USA/86790317,,United States,7219.11,72.0,72191100,"STAINLESS STEEL 422 ASTM A565 50MM DIA X 2000MM LONG,HEAT CODE :A14020",3.0,EA,108.3137,3257.87
2020-10-14,HS Code (2-digit),Taka Turbomachinery Indonesia,Indonesia,"Jl. Soekarno-Hatta No.797, Babakan Penghulu, Cinambo, Kota Bandung, Jawa Barat 40293, Indonesia",https://panjiva.com/Taka-Turbomachinery-Indonesia/86469372,,Mmc Usa,"8 E Newberry Rd, Bloomfield, CT 06002, USA",,,,https://panjiva.com/Mmc-USA/86790317,,United States,7219.11,72.0,72191100,"STAINLESS STEEL 422 ASTM A565 30MM DIA X 1100MM LONG,HEAT CODE :A14020",1.0,EA,11.7085,352.17
2020-10-14,HS Code (2-digit),Taka Turbomachinery Indonesia,Indonesia,"Jl. Soekarno-Hatta No.797, Babakan Penghulu, Cinambo, Kota Bandung, Jawa Barat 40293, Indonesia",https://panjiva.com/Taka-Turbomachinery-Indonesia/86469372,,Mmc Usa,"8 E Newberry Rd, Bloomfield, CT 06002, USA",,,,https://panjiva.com/Mmc-USA/86790317,,United States,7219.11,72.0,72191100,"STAINLESS STEEL 422 ASTM A565 40MM DIA X 2000MM LONG,HEAT CODE :A14020",4.0,EA,92.816,2791.73
2020-10-14,Goods Shipped,Ensco Sarida Offshore,Indonesia,"4, Jl. Warung Buncit Raya No.2, RT.4/RW.1, Duren Tiga, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760, Indonesia",https://panjiva.com/Ensco-Sarida-Offshore/86446895,,Ensco International Inc.,"5847 San Felipe St, Houston, TX 77057, USA",,,,https://panjiva.com/Ensco-International-Inc/86664603,,United States,8481.9,84.0,84819039,DISC RUPTURE WOM BY-1418-4705 BURST PRESSURE 4705 72 DEG F 6-1/2 IN LINER -,12.0,EA,70.4092,3994.38
2020-10-14,Goods Shipped,Ensco Sarida Offshore,Indonesia,"4, Jl. Warung Buncit Raya No.2, RT.4/RW.1, Duren Tiga, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760, Indonesia",https://panjiva.com/Ensco-Sarida-Offshore/86446895,,Ensco International Inc.,"5847 San Felipe St, Houston, TX 77057, USA",,,,https://panjiva.com/Ensco-International-Inc/86664603,,United States,8481.9,84.0,84819039,DISC RUPTURE WOM BY-1418-4705 BURST PRESSURE 4705 72 DEG F 6-1/2 IN LINER -,4.0,EA,23.4697,1331.46
2020-10-13,HS Code (2-digit),Fluid Sciences Batam,,LOT 512 JL DELIMA BIPBATAMED,https://panjiva.com/Fluid-Sciences-Batam/86447980,Manufacturer,Eaton Corporation,"11628 Edmonston Rd, Beltsville, MD 20705, USA",,,,https://panjiva.com/Eaton-Corporation/86666248,Manufacturer,United States,7222.3,72.0,72223090,SLUGS,20.0,EA,1.81,10.0
2020-10-13,Goods Shipped,Vision Teknik,Indonesia,"Jl. Letjen S. Parman No.6, RT.12/RW.6, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia",https://panjiva.com/Vision-Teknik/86469680,,Suez Wts Analytical Instruments Inc.,"Spine Rd, Boulder, CO 80301, USA",,,,https://panjiva.com/Suez-Wts-Analytical-Instruments-Inc/46465392,Manufacturer,United States,7017.1,70.0,70171010,"HMI 90707-01 TOC SAMPLE VIALS, 40 ML 72/CS",10.0,EA,8.0127,601.9
2020-10-13,HS Code (2-digit),Shiva Sakti Steel,Indonesia,"kp cimiung, desa, RT.004/RW.002, Beberan, Kec. Ciruas, Serang, Banten 42182, Indonesia",https://panjiva.com/Shiva-Sakti-Steel/86460850,,P Wadhumal Trading Pte,77 HIGH STREET 0205 HIGH STREET PLAZA SINGAPORE,,,,https://panjiva.com/P-Wadhumal-Trading-Pte/86786170,"Trading Company, Wholesale",United States,7204.49,72.0,72044900,STEEL SCRAP FOR MELTING,103.24,TNE,103240.0,28907.2
2020-10-13,HS Code (2-digit),Shiva Sakti Steel,Indonesia,"kp cimiung, desa, RT.004/RW.002, Beberan, Kec. Ciruas, Serang, Banten 42182, Indonesia",https://panjiva.com/Shiva-Sakti-Steel/86460850,,P Wadhumal Trading Pte,77 HIGH STREET 0205 HIGH STREET PLAZA SINGAPORE,,,,https://panjiva.com/P-Wadhumal-Trading-Pte/86786170,"Trading Company, Wholesale",United States,7204.49,72.0,72044900,STEEL SCRAP FOR MELTING (BUSHELLING IN LOOSE),83.98,TNE,83980.0,23514.4
2020-10-13,Goods Shipped,Glitterindo Pratama,Indonesia,"Jl. Raya Serang, Banten, Indonesia",https://panjiva.com/Glitterindo-Pratama/86444709,,Ancon Beton (Pty),SHOP 6 LEVEL 1 194 PROSPECT ROAD SOUTH AUSTRALIA,,,,https://panjiva.com/Ancon-Beton-Pty/86646046,Manufacturer,United States,8205.59,82.0,82055900,MARSHALLTOWN 1.8M HANDSCREED 72 X 2 X 1 5/8 ALUMINIUM COMBO DARBY/SCREED,4.0,PCE,10.3694,356.99
2020-10-13,HS Code (2-digit),Indo Baja Dayatama,Indonesia,"Jl. Raya Kebantenan No.24, RT.001RW003/RW.3, Semper Tim., Kec. Cilincing, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14130, Indonesia",https://panjiva.com/Indo-Baja-Dayatama/86444921,,Ljt Trading Llc,"Wenatchee, WA, USA",,+1 509 662 4551,,https://panjiva.com/Ljt-Trading-Llc/31358537,"Trading Company, Wholesale",United States,7204.49,72.0,72044900,PLATE AND STRUCTURAL STEEL SCRAP,197.339,TNE,197339.0,57820.33
2020-10-12,HS Code (2-digit),Jabil Circuit Indonesia,Indonesia,"Jl. Soekarno-Hatta No.35, Kec. Panyileukan, Kota Bandung, Jawa Barat 40615, Indonesia",https://panjiva.com/Jabil-Circuit-Indonesia/86437686,Manufacturer,Murphy Nolan,3060 WILLIAM STREET CHEEKTOWAGA NY 14427 1920,,,,https://panjiva.com/Murphy-Nolan/86785907,,United States,7222.2,72.0,72222090,3.6700M (8K) 19.0500 MM X 1.8278 M R/L STLS. STEEL ROUND BAR 15-5 VAR AMS 5659 T1 HT TO COND H1025 PER AMS 2759/3,4.0,MTR,11.79,174.14
2020-10-12,HS Code (2-digit),Jakarta Central Asia Steel,Indonesia,"No.Km, Jl. Raya Bekasi No.21-22, RT.9/RW.5, Rw. Terate, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13290, Indonesia",https://panjiva.com/Jakarta-Central-Asia-Steel/86440416,,Soline Metal,"1714 Timberwood, Irvine, CA 92620, USA",,,,https://panjiva.com/Soline-Metal/86785988,,United States,7204.49,72.0,72044900,BUSHELLING STEEL SCRAP,19.115,TNE,19115.0,5256.63
2020-10-12,HS Code (2-digit),Power Steel Mandiri Sanex Steel Indonesia,Indonesia,"Budi Mulya, Cikupa, Tangerang, Banten 15710, Indonesia",https://panjiva.com/Power-Steel-Mandiri-Sanex-Steel-Indonesia/86449577,,Eagle Trans Shipping Logistics Llc,"1701 NW 31st Ave, Fort Lauderdale, FL 33311, USA",,,,https://panjiva.com/Eagle-Trans-Shipping-Logistics-Llc/90212049,Logistics,United States,7204.49,72.0,72044900,SHREDDED STEEL SCRAP,503.0,TNE,502813.0,139782.01
2020-10-12,HS Code (2-digit),Jabil Circuit Indonesia,Indonesia,"Jl. Soekarno-Hatta No.35, Kec. Panyileukan, Kota Bandung, Jawa Barat 40615, Indonesia",https://panjiva.com/Jabil-Circuit-Indonesia/86437686,Manufacturer,Murphy Nolan,3060 WILLIAM STREET CHEEKTOWAGA NY 14427 1920,,,,https://panjiva.com/Murphy-Nolan/86785907,,United States,7222.2,72.0,72222090,1.8300M (16K) 38.1000 MM X 4' STLS. STEEL ROUND BAR 15-5 PH 15-5 H1025 X 4' lgs,2.0,MTR,24.95,431.07
2020-10-12,HS Code (2-digit),Samudera Steel Indonesia,Indonesia,"Jl. Raya Bekasi Km.21 RT.03 RW. 03, Spbu Coco 31-13902, RT.3/RW.3, Rawa Terate, Jakarta, East Jakarta City, Indonesia 13920, Indonesia",https://panjiva.com/Samudera-Steel-Indonesia/86464944,,Aim International,"12 Roszel Rd STE A205, Princeton, NJ 08540, USA",,,,https://panjiva.com/Aim-International/89656005,,United States,7204.49,72.0,72044900,STEEL SCRAP (SHRED 211) -,513.294,TNE,513294.0,146288.79
2020-10-12,HS Code (2-digit),Power Steel Mandiri Sanex Steel Indonesia,Indonesia,"Budi Mulya, Cikupa, Tangerang, Banten 15710, Indonesia",https://panjiva.com/Power-Steel-Mandiri-Sanex-Steel-Indonesia/86449577,,Eagle Trans Shipping Logistics Llc,"1701 NW 31st Ave, Fort Lauderdale, FL 33311, USA",,,,https://panjiva.com/Eagle-Trans-Shipping-Logistics-Llc/90212049,Logistics,United States,7204.49,72.0,72044900,SHREDDED STEEL SCRAP,239.0,TNE,239055.0,66457.29
2020-10-12,HS Code (2-digit),Power Steel Mandiri Sanex Steel Indonesia,Indonesia,"Budi Mulya, Cikupa, Tangerang, Banten 15710, Indonesia",https://panjiva.com/Power-Steel-Mandiri-Sanex-Steel-Indonesia/86449577,,Global Metcorp Llc,"300 Wood Ave, Iselin, NJ 08830, USA",,,,https://panjiva.com/Global-Metcorp-Llc/89656031,,United States,7204.49,72.0,72044900,SHREDDED STEEL SCRAP AS PER ISRI 211,599.0,TNE,599448.0,175038.82
2020-10-12,HS Code (2-digit),Jabil Circuit Indonesia,Indonesia,"Jl. Soekarno-Hatta No.35, Kec. Panyileukan, Kota Bandung, Jawa Barat 40615, Indonesia",https://panjiva.com/Jabil-Circuit-Indonesia/86437686,Manufacturer,Murphy Nolan,3060 WILLIAM STREET CHEEKTOWAGA NY 14427 1920,,,,https://panjiva.com/Murphy-Nolan/86785907,,United States,7222.2,72.0,72222090,3.6700M (45K) 44.4500 MM X 1.8278 M R/L STLS. STEEL ROUND BAR 15-5 VAR AMS 5659 H1150 PER AMS 2759/3,4.0,MTR,48.99,716.8
2020-10-12,HS Code (2-digit),Jabil Circuit Indonesia,Indonesia,"Jl. Soekarno-Hatta No.35, Kec. Panyileukan, Kota Bandung, Jawa Barat 40615, Indonesia",https://panjiva.com/Jabil-Circuit-Indonesia/86437686,Manufacturer,Murphy Nolan,3060 WILLIAM STREET CHEEKTOWAGA NY 14427 1920,,,,https://panjiva.com/Murphy-Nolan/86785907,,United States,7222.2,72.0,72222090,11.0000M (11K) 12.70000MM X 3.0464 M R/L STLS. STEEL ROUND BAR 15-5 VAR AMS 5659 CONDITION H1025,11.0,MTR,14.52,298.57
